edge,p_value
TRMT61A+CEBPZ,0.0008824151630363
NGDN+CEBPZ,0.0002267365549235
DMC1+BRCA2,0.0066896678971013
MSH2+BRCA2,0.0030371732390016
MND1+BRCA2,0.0099641739216924
TOPBP1+BRCA2,0.0039856141417841
ATM+BRCA2,0.0141379299315443
PDS5B+BRCA2,0.0313761990212384
ROCK2+BRCA2,0.0008696746806088
KAT5+BRCA2,0.0003505008382539
RFC1+BRCA2,0.0009930730729765
CHEK2+BRCA2,0.00399888239685
FANCB+BRCA2,0.0024782940455207
CHEK1+BRCA2,0.0091164616419808
PSMD6+BRCA2,0.0178176026648574
HOPX+BRCA2,6.527305758139662e-05
LIG4+BRCA2,0.0026321244416095
P2RX2+P2RY4,0.0379015203407758
ENTPD4+ENPP1,0.0017646972217101
ATP12A+ACE,5.6878370804240706e-05
PACRG+RSPH9,0.0019483347304813
MYH15+BAG1,0.0002833398007596
HSPA4+BAG1,5.123222288321445e-09
PSMC1+PSMC3,3.101184209826677e-05
ITCH+PSMC3,0.0005980094173906
CAV1+ATP1A4,0.0416195838273554
ATP1A2+ATP1A4,0.0001209653420767
NFS1+ABCB7,5.233193438814043e-06
GFAP+HBB,0.0265712637144102
FBXO5+ASPM,0.0050061478534661
MND1+ASPM,0.0342552960545756
GINS2+ASPM,0.0241076111625527
TROAP+ASPM,0.0058650416513993
CDCA5+ASPM,0.0124811489737308
CKAP2L+ASPM,0.0195593250372934
ESCO2+ASPM,0.0035668723832281
SKA3+ASPM,0.018214184235723
DTL+ASPM,0.0371908657036861
NEK2+ASPM,0.0040764088620049
KIF14+ASPM,6.059339165335845e-05
CENPK+ASPM,0.0130395094700467
WDR62+ASPM,0.011803939041157
BRCA1+ASPM,0.023595890596282
CDCA3+ASPM,0.0092525902712337
GNB1+ARFGEF1,0.0002110049679101
TCAP+DMD,0.0172885258369761
CAV3+DMD,0.0206302208099951
LAMA1+DMD,0.0117173020128288
MYH3+DMD,0.0329753284543067
KCNQ1+KCNA2,0.0169048891102473
KCNH3+KCNA2,0.0201570080476715
SPTBN4+KCNA2,0.0183532123785272
KCNC1+KCNA2,0.0266038099056505
SIGMAR1+KCNA2,0.030520355725317
KCNAB3+KCNA2,0.0016448277200014
KCNH5+KCNA2,0.0198383132271269
GJC3+KCNA2,0.006031868774892
CNTN2+KCNA2,0.019379058261308
KCNH7+KCNA2,0.0250936088391529
SCN8A+KCNA2,0.0403522245570188
KCNQ2+KCNA2,0.0209349161490857
KCNT1+KCNA2,0.0196452530234933
SCN2A+KCNA2,0.022821527959156
PTPRA+KCNA2,0.0071687351115846
KCNQ3+KCNA2,0.0192777684613044
VPS53+M6PR,0.0210700428357899
CANX+SURF4,0.000147336126506
SARAF+SURF4,0.004388979378418
ARCN1+SURF4,0.0006028509113587
SEC63+SURF4,0.0337948661036045
CFTR+BEST2,0.0012104658320992
CNGA2+BEST2,0.0128537298816034
CLCN1+BEST2,0.0022450646387049
ANO6+BEST2,0.0080022305649223
SUPT3H+TBP,9.128854310292076e-05
POLR3F+TBP,3.78719603549615e-05
PRR5+PRKCA,0.0010750579533219
TRMT12+HEMK1,0.0364065782705505
MPO+ELANE,0.0024339284043623
AZU1+ELANE,0.0011443875760795
MS4A3+ELANE,0.0056843545673081
ALB+ELANE,0.0054724907774888
DEFA4+ELANE,0.0011330813598346
CXCL8+ELANE,0.0012554631170151
A2M+ELANE,0.0004528139318532
ELN+ELANE,0.0002726910244341
ISL1+LDB1,0.0015726843537457
LMO2+LDB1,0.0165628095914262
CBFA2T3+LDB1,0.0013078993818423
ZFPM1+LDB1,0.0022110348494331
GATA2+LDB1,0.0358777552403368
LHX2+LDB1,0.0002587715416245
GATA3+LDB1,3.0064694586836343e-06
ATG3+MAP1LC3B,0.0104368924976851
WIPI2+MAP1LC3B,0.0151143318178857
CD300C+MAP1LC3B,0.0122562360703215
TAB1+UBC,0.0198149525029847
RSPO4+UBC,0.0001419444444678
RAF1+UBC,3.669846117787732e-05
IRAK2+UBC,0.0001884579093546
PSMC1+UBC,1.5658690400666536e-05
CDT1+UBC,0.0017264050108514
EPN2+UBC,0.00047883660283
UBQLN2+UBC,0.0002526103745546
ERCC6+UBC,0.0052336975142552
DTL+UBC,0.0034404588045735
RUNX2+UBC,0.0168030956602827
GRIN1+UBC,0.0425135456855578
RNF8+UBC,0.03369153008232
LGR4+UBC,1.6625088670138723e-06
FGFR1+UBC,0.0370113860917652
EPS15L1+UBC,0.0259589083841757
TOM1+UBC,0.0004884320973304
EIF4G1+UBC,0.0022534492923183
GFAP+UBC,0.0270949829504373
SLC18A2+RAB3A,0.0004107503989921
UNC13B+RAB3A,0.0274243080518812
HNRNPU+TERT,0.0340467305430553
RUVBL1+TERT,0.0099709704042058
GNL3L+TERT,0.0197588375646818
ANKRD28+TERT,0.0051984542210852
POLD1+TERT,0.0228674960019955
POLD2+TERT,0.0048962275095729
HTR2C+SLC6A3,0.0163197098605427
SLC18A2+SLC6A3,0.005302514693435
DRD2+SLC6A3,0.0002618159996313
FLOT1+SLC6A3,0.0164753248672278
FLOT2+SLC6A3,0.0364990130913197
CAMK2B+SLC6A3,0.0300044598881825
ELANE+ELN,0.0002726910244341
KIF11+DYNC1H1,1.5921519002371274e-05
CENPE+DYNC1H1,0.0443717726724253
KIF5B+DYNC1H1,0.0001891087441903
MPHOSPH10+NCL,3.79732161256157e-06
PDE1B+ADCY8,3.6371657901315445e-05
GNAO1+ADCY8,0.0061962259375297
PRKACB+ADCY8,0.0013594090803505
PRKACG+ADCY8,0.0027483338997456
PDE4A+ADCY8,9.013690974810552e-05
GNG4+ADCY8,0.0330595641035412
CAMK2B+ADCY8,0.0315593537923094
PRKAR1B+ADCY8,3.528504033106136e-05
PDE10A+ADCY8,0.0001236703368934
MND1+MSH2,0.0155080696601212
KIF11+MSH2,0.008472708608517
FANCM+MSH2,0.0365680498040209
BUB1+MSH2,0.0344460663900788
OGG1+MSH2,0.0490449551084228
ATAD5+MSH2,0.0363014691324987
BRCA2+MSH2,0.0030371732390016
DUT+MSH2,0.0047458692760988
ZSWIM7+MSH2,0.028901603351124
POLD1+MSH2,0.0063774641443642
UBE2U+UBE2D2,7.470290965501917e-07
CHFR+UBE2D2,0.0454792388387985
CLTA+UBQLN2,0.0002529778853565
WNT5A+UBQLN2,0.0087564535448611
AP2M1+UBQLN2,0.0006160285303681
RPN1+UBQLN2,9.14893483552546e-05
HSPA4+UBQLN2,0.000524112687268
TACR1+UBQLN2,1.0162896186915642e-06
VCP+UBQLN2,0.0005775614476427
PSMD4+UBQLN2,0.0004397311866882
SGIP1+UBQLN2,0.0048826360692175
AVP+UBQLN2,0.0003255103292063
UBC+UBQLN2,0.0002526103745546
UBL7+UBQLN2,6.893936705322477e-05
RAD23A+UBQLN2,0.0083437834187422
AP2B1+UBQLN2,3.729330039866063e-06
AURKB+LMNB1,0.0001222026388601
CDK1+LMNB1,0.0315744587468566
ACSBG1+ABCD1,0.0247765543553713
KRT5+KRT3,9.241172947281248e-05
ATP12A+ABCA2,0.0366313369815071
ATP1B2+ABCA2,0.0138293207954411
SLCO1B1+SLC16A2,0.0062124366232378
EIF2S3+EEF2,0.0022623393146684
EIF2AK4+EEF2,0.0111168401075303
RPS3+EEF2,0.0205100874262164
RPL13+EEF2,0.0146905041189768
RAB28+EEF2,0.0006603520555747
SERBP1+EEF2,0.0125723844094492
WDR31+EEF2,2.0220694437509564e-06
RPL11+EEF2,8.766084035778425e-07
RPS18+EEF2,0.0013917321819658
GSPT1+EEF2,0.0027700209158103
RPL27+EEF2,0.0039567516063682
RPS15+EEF2,0.0014825541788738
ERCC6+ERCC3,0.0293116228325783
XAB2+ERCC3,0.0365217870984159
PDE1B+ALDH7A1,0.0320137458076208
AGXT+ALDH7A1,0.0286464176212535
PDE4A+ALDH7A1,0.0005837696356637
SLC25A19+ALDH7A1,0.043291506072126
NT5M+NT5E,4.1471423729384194e-08
NAGK+CHIA,0.035059344575151
KCNQ1+KCND2,0.0008276353967373
KCNIP3+KCND2,0.0030988659652306
KCNH5+KCND2,0.0046801921298331
KCNH7+KCND2,0.00061428772893
CACNA1B+KCND2,0.0129495868078944
DPP6+KCND2,0.0181996669884621
KCNIP4+KCND2,0.0148211926652333
IRX5+KCND2,0.0062341955603242
CACNA1I+KCND2,0.0034180600529801
BRCA2+PSMD6,0.0178176026648574
GRIA2+GABRG2,0.0087516770448278
STXBP1+GABRG2,0.0148560853832547
SLC12A5+GABRG2,0.0357152884396916
CALM3+SCN4A,0.0159954417474583
SCNN1A+SCN4A,0.0260531646362155
CLIP1+CLASRP,0.0006846272647965
CFTR+BEST1,0.0001248254730445
PRPH2+BEST1,0.0002073760530502
RPE65+BEST1,0.0122600541045524
CLCN2+BEST1,0.0024211290420654
RLBP1+BEST1,0.0031334117261058
CLCN1+BEST1,0.0009899980870855
NPHP1+CEP290,0.0065041031792964
RPGRIP1L+CEP290,0.038334089877353
TMEM67+CEP290,0.0068166928558173
JMJD6+G3BP1,0.001567029862247
C16orf95+SLC17A9,0.0489834127573705
LMNB2+ZMPSTE24,0.0075664180214563
CRH+GCG,0.0023823202625789
SLC5A2+GCG,0.0115272437051205
FFAR4+GCG,0.0033146284017229
GCGR+GCG,0.005488502002931
GPBAR1+GCG,0.0005106187752094
RGS9+CACNA1B,0.0015594501102101
CACHD1+CACNA1B,0.0113802200890085
CACNB2+CACNA1B,0.0182731085304402
STAC3+CACNA1B,0.0381857114454796
KCND2+CACNA1B,0.0129495868078944
CAV3+CACNA1B,0.0073527839186153
CACNA1A+CACNA1B,0.0121848962668428
CACNB1+CACNA1B,5.7382219387366435e-06
CATSPERG+CACNA1B,0.0162888324726408
RIMS1+CACNA1B,0.0038053699978729
PDLIM5+CACNA1B,0.0152236423584558
NR2E1+HDAC7,0.0201461680456169
SIRT3+HDAC7,0.0198768445953363
KCNK7+KCNK9,0.004308632407332
SLCO1A2+ABCG2,0.0362139895004281
CSNK2A1+DVL2,0.0294801574809609
FZD10+DVL2,0.0031964998039379
RAB35+DVL2,0.0003027800941255
PRKCG+DVL2,0.0379947055877773
WNT1+DVL2,0.0136417704733328
LRP5+DVL2,0.0257186050971384
INTU+DVL2,0.0024481127055041
CTNNB1+DVL2,0.0326342005974117
JUN+DVL2,0.0364341700500181
WNT5B+DVL2,0.0008670624544701
CLTC+DVL2,0.0012640791599783
RAP1B+CBL,1.234922486547332e-05
SLA2+CBL,0.0043626273859362
EPHA4+CBL,0.0016478316818688
PIK3R6+CBL,0.0134904601665983
CLPP+HSPA9,0.0090830440437622
HSPA12B+HSPA9,0.0003443313207946
C9+HSPA9,0.0008741846993569
RANBP2+HSPA9,0.0265996687676469
TOMM20+HSPA9,0.0076567311185631
DNAJC11+HSPA9,0.0048015122717007
UBB+SGK1,0.0009109950295889
HSP90AA1+SGK1,0.0026984869114736
DHX58+DDX60,0.0454804237683616
NFKBIA+SAG,0.01425484726416
MAPK3+SAG,0.002029498797664
DRD2+SAG,0.0003534503375416
DVL1+SAG,0.0009630429471967
PDE4A+SAG,8.719677940998063e-05
GRK5+SAG,0.0001243491180642
OPRM1+SAG,0.0134995303853897
TRAF6+SAG,0.0131826196403613
FPR1+SAG,0.0191095795303902
CAMK2A+MYO6,0.0050066564646723
GNA15+ADRB2,0.0421999739481412
GNAI2+ADRB2,0.0016039433013186
BSG+ADRB2,0.0012468326457946
CAV3+ADRB2,0.0026543106806119
TPM3+ADRB2,0.0017088157424053
USP33+ADRB2,0.0020990705346406
GRB2+ADRB2,0.0008711498790022
NPY+ADRB2,2.4615382756585928e-05
AKAP12+ADRB2,0.0006840550965401
GRIA1+ADRB2,0.0007763852946795
CCR3+ADRB2,0.0016129545617858
AP2B1+ADRB2,0.000790902952527
NOS3+CAT,0.0288379889837196
AGXT+CAT,0.0155606841346363
HSP90AA1+CAT,0.0005797228684579
CROT+CAT,0.0204549019458598
LMO2+TAL1,0.0090407584030678
TCF3+TAL1,0.0032471016173639
ZFPM1+TAL1,0.007643854779921
MYB+TAL1,2.060553600733878e-06
TCF12+TAL1,0.0029654660266986
SLC26A6+SLC9A3R1,0.0010450382885444
PRKAR1B+SLC9A3R1,6.521751235669742e-05
GRIN1+KCNJ4,0.0150443966426013
IFIT5+RNASEL,0.0007050474317327
SLC47A1+SLCO1B1,4.356337310257483e-08
SLC47A2+SLCO1B1,2.51552382533878e-08
SLC22A1+SLCO1B1,4.814470299609753e-07
SLC16A2+SLCO1B1,0.0062124366232378
B3GNT4+MUC13,0.0161195783277134
GLI1+PSMF1,0.0327283629711553
PSMD14+PSMF1,0.0186111263124889
OAZ2+PSMF1,0.0109884910645842
ITCH+PSMF1,0.0397431868565388
SMG1+UPF3B,0.0283612298474718
STOM+ASIC3,0.000489018386935
STOML3+ASIC3,0.0221052248105537
MED1+TSC2,0.0001282441689905
GRIN1+P2RX1,0.003383706005336
IQGAP1+ANPEP,0.0242581192895201
EPOR+JAK1,0.0027968871796738
CSF3+JAK1,0.0009127890253465
ISL1+JAK1,0.0259404308361478
ITGA2B+JAK1,0.0153251519191627
PIK3CA+JAK1,3.6410966930502e-05
IL9+JAK1,7.332389307931878e-05
CTF1+JAK1,9.76111909505774e-05
IL3+JAK1,7.247993845382619e-05
IFNL1+JAK1,0.0001372005957007
HSP90AA1+JAK1,0.0001043359506678
STAT5A+JAK1,0.021091327338975
MPL+JAK1,0.0012902152289151
PRKCZ+JAK1,0.0140075264907856
GRB2+JAK1,0.0074900377119151
ETS1+JAK1,0.001799923796381
CAMK2B+JAK1,0.0105304084682806
SHC1+JAK1,0.0030878954145846
IFNL3+JAK1,5.880507922691147e-05
IL31RA+JAK1,0.0005413188665929
SPTA1+EPB41,0.0079543126626703
NPRL2+SEC13,0.0241809806415481
GEMIN6+SEC13,0.0314278873795196
SEC16B+SEC13,0.000287576392642
DDX20+SEC13,5.3177520161141023e-05
SNUPN+SEC13,0.004777372307503
GUCY2F+PDE1B,6.424062327327912e-05
ADCY3+PDE1B,0.0175479513078878
ADCY8+PDE1B,3.6371657901315445e-05
ADCY10+PDE1B,4.450230907525824e-05
ALDH7A1+PDE1B,0.0320137458076208
TTC7B+FAM126A,0.0225855238728602
GATA3+STAT6,0.0039578858159695
RUNX2+LGALS3,0.0483510074178488
OAZ2+PSMB5,0.0354493942091314
ITCH+PSMB5,0.0038618466645258
TUBB1+CHMP7,0.025823275341291
VPS37C+CHMP7,5.889659334432816e-06
TJP1+CLDN19,0.0247905422612685
YWHAE+USP8,0.0002847967799288
TAB1+USP2,0.0186576654490838
PIN1+YWHAB,0.0001714814853096
KSR1+YWHAB,0.0099121425652579
CHEK1+YWHAB,0.0082628111060256
STXBP1+DNAJC5,0.0024217386038565
PTF1A+CPA1,0.0451259700228269
TCIRG1+ATP6V1A,0.0489021745581879
GABRR2+GABRR1,0.0052611122769369
CGA+GABRR1,0.0013890401355298
COL6A6+P4HA1,0.0112706702128975
SASS6+CETN1,0.035231456763662
CHMP6+CETN1,0.0480811703579139
MCM3AP+CETN1,5.709597586031024e-05
GFAP+CETN1,0.0345599905928556
TRAPPC11+VPS37A,0.0146765055398226
GABBR2+KCNJ6,0.0393100910905485
GNB1+KCNJ6,0.004803979115931
LIN7B+DLG1,0.005836294844183
KCNA5+DLG1,0.0014617572279617
GRIK5+DLG1,0.0001106459647873
KCNA4+DLG1,0.0001468367334604
CAV3+DLG1,0.0004155138105805
PRKCZ+DLG1,0.0003955400721582
SCN5A+DLG1,9.779956291602928e-05
ACTN2+DLG1,0.0432172439803244
SLC9A3R1+SLC26A6,0.0010450382885444
SLC34A3+SLC26A6,0.0016456601362915
ABCG2+SLCO1A2,0.0362139895004281
CD300LG+SLCO1A2,0.0018448762261443
ACOT11+SLCO1A2,0.0205975062938252
POLE2+RRM1,0.0244510054404516
CCNB1+RRM1,2.2279318851036612e-09
KIF11+RRM1,0.0004643348167701
AK7+RRM1,0.0186952476918313
CDT1+RRM1,0.0033620272235818
RRM2+RRM1,0.0009456059711677
DTL+RRM1,0.0005911328468582
RFC4+RRM1,0.0483631825727407
POLD1+RRM1,0.0168016469706212
NLRP7+CASP1,0.0008868560586409
VAMP8+SNAP29,0.0067466042298257
STX2+SNAP29,0.0028813574774104
VPS53+SNAP29,0.0296233608770881
SP6+ACRV1,0.0375330297662649
GSDMA+ORMDL3,0.0290241165536918
ORM2+ORMDL3,0.0030049377676927
DNAJB13+HSPA1A,2.3584718845025537e-05
SEH1L+HSPA1A,0.000101965292042
FGF20+KL,0.0070104819951974
MIOX+KL,0.0309162462435962
WNT3+KL,0.0371393753939338
TRPV5+KL,0.027415616750335
FGF8+KL,0.035379045371072
FGF3+KL,0.0280859566947042
FGF21+KL,0.0289309682596765
CPSF3+POLDIP3,0.0014028698864802
THOC5+POLDIP3,1.203476289452042e-07
CHMP7+VPS37C,5.889659334432816e-06
RUVBL1+CCT8,0.0070857295112482
CDC20+CCT8,0.0182976549255324
PRKCG+ITPR3,0.0114613245329882
FOXA1+TFF3,0.0258726896465852
MLC1+CAPN2,0.0254358242167743
BID+CAPN2,1.6048365010446977e-05
RUNX3+PSMD1,2.1612583365956832e-08
SLC8A2+ATP2B3,1.799541764244738e-05
ARMC5+ATP2B3,0.0325028223097247
TRPM7+TRPM6,0.0081365417840546
GLI3+PSMB8,0.0017728511743299
SLCO1B1+SLC47A1,4.356337310257483e-08
SLC22A8+SLC47A1,0.0170082594672891
SLC22A16+SLC47A1,0.0080117430528841
SLC22A6+SLC47A1,0.0152740719616016
SLC35B1+TM9SF4,3.580294747999495e-05
CABLES2+TM9SF4,0.0492881536291596
ADRB2+USP33,0.0020990705346406
KCNAB2+KCNH2,0.0231618626919735
KCNH6+KCNH2,0.001265228926964
XRCC6+UBE2N,0.0386248240068963
UBE2A+UBE2N,0.0001631492338693
CHFR+UBE2N,0.0074673174232898
TTYH2+BEST4,0.0108803202775048
CLCN1+BEST4,0.0216869276928695
ANO2+BEST4,0.0169928087388126
ANO6+BEST4,0.0230390418545727
TDRKH+CLNS1A,0.0339226240363495
DDX20+CLNS1A,2.3396026134125928e-06
MYL2+MYH9,0.0011826905905498
UNC45B+MYH9,0.0122539823201129
EXOC3+MYH9,0.0001885834974796
MYH3+MYH9,0.0157737534359957
ENO3+ALDOB,0.0243797940686434
ENO4+ALDOB,0.0017091396971507
CCT7+STUB1,0.0054483667696418
IL1B+B2M,8.529167376608056e-05
GNLY+B2M,0.0005315379560878
CD8B+B2M,0.042402169747304
GRAP2+B2M,0.0464737477567683
KIR2DL4+B2M,6.927283643120762e-05
GFAP+PROM1,0.0014286080120824
YIPF7+YIPF2,0.0053971583907096
SLC38A7+YIPF2,4.297640483794586e-05
RAB35+TBC1D10A,0.0003042285729754
MYL10+MYLK,0.0057329713881139
MYLPF+MYLK,0.0009183857700477
MYL3+MYLK,0.0124622744724693
TRPV3+TRPM4,9.435201310900528e-05
TRPC3+TRPM4,5.965631778008974e-06
SCN1B+TRPM4,1.7870818400900815e-06
SURF4+SEC63,0.0337948661036045
ATOX1+COMMD1,0.0269545603492485
MYH9+UNC45B,0.0122539823201129
MYH13+UNC45B,0.0449442476772406
MYH3+UNC45B,0.0129019079964997
HSP90AB1+FKBP5,0.0020672788307224
AGO1+FKBP5,0.0020116254400438
HSPA8+FKBP5,0.0029274358043395
CHRNB4+PSMA4,0.0060233710032227
PSMB1+PSMA4,0.0044874277169421
PSMB6+PSMA4,0.0010202458879899
PSMA7+PSMA4,0.0001482811226717
EIF3I+PSMA4,0.000340416346654
TP73+PSMA4,0.0012963533420746
PSME1+PSMA4,0.0002172006433086
EEF1B2+PSMA4,0.0004995332817794
UBA52+PSMA4,0.0007834941685197
PYY+DPP4,2.396258056087748e-06
TNRC6C+ABCA1,0.0079330231088867
ADCY1+IL1A,0.0373171425957837
IRAK4+IL1A,0.0022389082844121
CLDN5+CLDN16,0.0482904014290792
SEC24D+SEC31B,0.0386347756758212
CACNA1D+RYR1,0.0061274290022904
FKBP10+RYR1,0.0055118076946025
STAC3+RYR1,0.0342839771903708
AGXT2+GCLC,9.44131775807377e-06
RPN1+SEC61G,0.0013709729043226
OSTC+SEC61G,0.0115316322275179
TRPC3+STIM2,0.0283069724217058
GTF2F1+NR3C1,9.513421474709638e-05
ESR1+NR3C1,0.0160182821355242
PRKAR1B+CSK,4.557887000227814e-06
TRA2A+HNRNPA2B1,0.0009673378969282
SEC16B+SEC23A,7.995740642025015e-05
XRCC2+RAD17,2.1225173825321745e-05
FANCB+RAD17,0.0011770273182947
CRH+GNAS,0.000307754826273
PTGIR+GNAS,0.0043344545860263
GNG8+GNAS,0.0329585407271541
ADCY2+GNAS,0.0015336618007922
ESR2+GNAS,5.536606713955514e-05
MAGED2+GNAS,4.840441739196857e-05
HRH2+GNAS,0.0037045126964686
GNG4+GNAS,0.0181446336011563
GCGR+GNAS,0.0069681138100462
GNGT2+GNAS,0.0426077016221957
PSME3+PSMD4,0.046456855048241
UBQLN2+PSMD4,0.0004397311866882
ITCH+PSMD4,0.0027222145721414
CDT1+CHEK2,0.0009788951794603
PPM1D+CHEK2,2.029353060485113e-05
BRCA2+CHEK2,0.00399888239685
CAMK2B+ITPR1,0.0423710812799203
EEF1A1+CASP9,0.0053496769301807
CSF3+IL17A,0.0032144544810314
LIF+IL17A,0.0006489339346318
GATA3+IL17A,3.431040953583802e-05
TRAF6+IL17A,0.0143361321911001
ITGAM+IL17A,0.0010394040525308
NELFCD+IL17A,0.0058132406258486
DBR1+DCTN4,0.0096264435808279
DNAH17+DCTN4,0.0171135289606799
DNAH10+DCTN4,0.0494648140392039
CFTR+USP10,0.0131340709450189
ENO3+TPI1,0.0248460611778279
ENO4+TPI1,0.0019896685697591
IL2+PIK3CA,0.0025820450623152
ITGA2B+PIK3CA,0.0005344735678689
CD80+PIK3CA,3.8629690132813075e-06
JAK1+PIK3CA,3.6410966930502e-05
RET+PIK3CA,0.002509843191066
AR+PIK3CA,0.0464517006402401
ESR1+PIK3CA,0.0011899168293376
IL5RA+PIK3CA,1.6754325260370726e-06
PIK3R6+PIK3CA,0.0011671753550659
MVB12A+CHMP4C,0.0303184449354354
MAP1LC3C+CHMP4C,1.919844656681807e-05
EP300+UBE2D1,0.0081065937548072
UBR1+UBE2D1,0.0003169125799275
UBXN7+UBE2D1,0.0174352885539957
WTIP+UBE2D1,0.018107061584571
SLC39A9+SLC30A10,6.648389949546934e-05
UBE2U+UBE2K,1.1794087100374951e-06
RUNX2+PSMB3,0.0172012636998221
GLI2+PSMB3,0.0148763374806229
ERC2+PCNT,0.0007871044634433
CLIP1+PCNT,0.0280167192497653
AR+DYNC1I2,0.0005326675470199
SLC22A8+ABCA8,0.0004812487403306
DPF3+BRD9,0.0009370975852114
SEL1L+FAM8A1,0.041810225207904
SFTPA1+DMBT1,0.014686654311358
CACHD1+CACNA1S,0.0105859539318309
CACNB2+CACNA1S,0.0347915246287473
STAC3+CACNA1S,0.0388131571410071
CAV3+CACNA1S,0.0200443813978808
CACNA2D1+CACNA1S,0.0216743065399581
CATSPERD+CACNA1S,0.0263964592829719
CACNG7+CACNA1S,0.0121593061753222
CAMK2B+CACNA1S,0.0312760726773326
PPP2R5D+CACNA1S,0.0228458013993282
ST6GALNAC3+MUC12,0.0248763269517392
ST6GALNAC4+MUC12,0.0157640385041857
GALNT12+MUC12,3.9888832371861695e-06
MUC5AC+MUC12,0.0002605104692004
LMAN1+SEC16A,0.0001929120262475
GOLPH3+SEC16A,0.0442446375135099
TMED10+SEC16A,0.0032735483438557
SAR1A+SEC16A,0.0012448809705387
SEC31A+SEC16A,0.017416447671015
USO1+SEC16A,0.0158297746926477
THPO+CSF3,0.0019537050978987
CCL22+CSF3,0.0002302321796588
EPOR+CSF3,0.0028470137447389
IL2+CSF3,0.0034606989364982
STAT3+CSF3,0.0018618485117408
IL3+CSF3,0.0032017367225571
CSF1+CSF3,0.0039471791368906
GH2+CSF3,0.0032442737955438
JAK1+CSF3,0.0009127890253465
IL17A+CSF3,0.0032144544810314
LTA+CSF3,0.0037672679093447
ACTR3B+ARPC2,0.012057882466954
TMEM201+LMNA,0.0017148192594998
CAMK2B+LMNA,0.0415878321723822
PAIP2B+PABPC1,0.0001251025082233
CAPRIN1+PABPC1,0.0001805861446815
NFKBIA+PRKACG,0.0010973896709725
SLC8A2+PRKACG,1.322810522619998e-05
RAP1B+PRKACG,0.00089320239946
RAF1+PRKACG,4.482136939325613e-05
MAPK3+PRKACG,0.0003294140979832
ADCY8+PRKACG,0.0027483338997456
GRIA2+PRKACG,0.0315652515384419
IL3+PRKACG,0.0032965802499711
MAP2K1+PRKACG,0.0138328287107908
GFRA4+PRKACG,0.0028252856305841
MLXIPL+PRKACG,0.0003088001995427
CARM1+PRKACG,0.0167714273687945
SP1+PRKACG,4.895996045954874e-05
PRKAA1+PRKACG,0.0139435548856747
ADCY10+PRKACG,0.0357772706385317
RUNX2+PRKACG,0.018946018752818
GRIN1+PRKACG,0.022267412507644
PDE4A+PRKACG,0.0001043424679553
PDX1+PRKACG,0.0052195538651178
PRKAR1B+PRKACG,3.5021189027527554e-05
NFATC1+PRKACG,0.0016149365370424
NCK1+PRKACG,0.0043935031325342
PDE10A+PRKACG,0.0001146719360168
NOS1+PRKACG,0.0006216165313999
HSPA5+HSPBP1,0.0011138951729125
RPL18+HSPBP1,0.0029177910959128
SCLT1+SCN10A,0.0218373676843418
SCNN1B+SCN10A,0.0011531400099608
KCNQ2+SCN10A,0.002782648058903
GAD2+SLC12A5,0.044628851290966
GABRA1+SLC12A5,0.014162220825614
GABRG2+SLC12A5,0.0357152884396916
RSPH1+CCDC40,0.0001835758779253
TAB1+MYD88,0.0163429011480959
RPA3+XRCC6,6.197775206608357e-07
XPC+XRCC6,0.0075885451944442
UBE2N+XRCC6,0.0386248240068963
PIF1+XRCC6,0.0040066892280577
CETN2+XRCC6,0.0212108028690421
RNF8+XRCC6,0.0176533884436571
AR+XRCC6,0.0155433803761635
DEAF1+XRCC6,2.9760124916171584e-05
CHEK1+XRCC6,0.0093254984199244
PHF21A+XRCC6,0.0044576174657337
KLF15+CLCNKB,0.0026305697609211
SLC12A3+CLCNKB,0.0395458948344484
CCDC92+PSMD13,0.0301440530632527
PSMD11+PSMD13,0.0453009456687618
PAAF1+PSMD13,0.0008124449318144
PSMD4+PSME3,0.046456855048241
VCP+LTN1,0.003606464275182
RAF1+SCNN1B,7.602932165958373e-05
WNK1+SCNN1B,0.0043717321811158
SCN10A+SCNN1B,0.0011531400099608
NUP210+CPSF2,0.0124676662094658
NUP54+CPSF2,0.0091795818314387
SNRPF+CPSF2,0.0121661437911534
NDC1+CPSF2,0.0212050141497156
OCM2+SLC26A5,0.0036938825475612
FTL+SLC26A5,0.0028619620846794
RBM25+DAW1,0.0004121511582145
EFTUD2+DAW1,0.0055019894930416
STAC3+CACNA1F,0.032210229792608
KIF17+XPO1,0.0004370715269647
XPO4+XPO1,0.000710668691036
WDR12+XPO1,0.0194916155041442
RGPD8+XPO1,0.0081070016318874
RANBP3+XPO1,0.0002305700625944
BUB3+XPO1,0.0011468544381158
RGPD2+XPO1,0.0017409008556322
MAPK4+XPO1,9.153329755274809e-05
FOXO3+XPO1,0.0203523678184911
NFATC1+XPO1,0.0010169076129526
HDAC6+MVB12B,0.0369932274095439
IL1B+CXCR2,0.0002621013145899
CCL11+CXCR2,0.0431463880930611
PPP2R1A+CXCR2,0.0002021070951469
GNG2+CXCR2,0.0005707385441374
CCL16+CXCR2,0.0475444112938392
PRPH2+RHO,7.571016283150618e-05
CNGB1+RHO,0.0260690685679768
GNAO1+RHO,0.0058750499220141
RRH+RHO,0.0344435600952202
OPN5+RHO,0.0188969677875057
TAF4+SP1,0.0002159820396145
EP300+SP1,0.0009901740944515
STAT3+SP1,0.0405528842901784
